COUNT, UTC_D, UTC_T, CPM_1, uSv/h_1, CPM_2, uSv/h_2, TMP102_C, TMP102_F, VBat, Lat, Lon, Alt
000255,08-17-2018,18:44:33,313,2.54,330,2.67,-7.69,18.16,3.20,0.000000,0.000000,0.00
000256,08-17-2018,18:45:33,305,2.48,323,2.62,-7.81,17.94,3.21,0.000000,0.000000,0.00
000257,08-17-2018,18:46:33,271,2.20,321,2.61,-8.00,17.60,3.20,0.000000,0.000000,0.00
000258,08-17-2018,18:47:33,290,2.35,270,2.19,-8.13,17.38,3.20,0.000000,0.000000,0.00
000259,08-17-2018,18:48:33,297,2.41,281,2.28,-8.25,17.15,3.20,0.000000,0.000000,0.00
000260,08-17-2018,18:49:33,275,2.23,291,2.36,-8.38,16.92,3.20,0.000000,0.000000,0.00
000261,08-17-2018,18:50:33,289,2.35,316,2.57,-8.50,16.70,3.20,0.000000,0.000000,0.00
000262,08-17-2018,18:51:33,304,2.47,248,2.01,-8.56,16.59,3.20,0.000000,0.000000,0.00
000263,08-17-2018,18:52:33,269,2.18,278,2.26,-8.69,16.36,3.20,0.000000,0.000000,0.00
000264,08-17-2018,18:53:33,270,2.19,273,2.22,-8.81,16.14,3.20,0.000000,0.000000,0.00
000265,08-17-2018,18:54:32,262,2.13,256,2.08,-8.94,15.91,3.20,0.000000,0.000000,0.00
000266,08-17-2018,18:55:33,255,2.07,269,2.18,-9.13,15.58,3.20,0.000000,0.000000,0.00
000267,08-17-2018,18:56:33,228,1.85,280,2.27,-9.25,15.35,3.20,0.000000,0.000000,0.00
000268,08-17-2018,18:57:32,247,2.01,236,1.92,-9.38,15.13,3.20,0.000000,0.000000,0.00
000269,08-17-2018,18:58:33,249,2.02,240,1.95,-9.50,14.90,3.20,0.000000,0.000000,0.00
000270,08-17-2018,18:59:33,261,2.12,242,1.97,-9.63,14.68,3.19,0.000000,0.000000,0.00
000271,08-17-2018,19:00:33,264,2.14,266,2.16,-9.69,14.56,3.19,0.000000,0.000000,0.00
000272,08-17-2018,19:01:33,256,2.08,237,1.92,-9.88,14.23,3.19,0.000000,0.000000,0.00
000273,08-17-2018,19:02:33,250,2.03,222,1.80,-10.00,14.00,3.19,0.000000,0.000000,0.00
000274,08-17-2018,19:03:33,260,2.11,218,1.77,-10.13,13.77,3.19,0.000000,0.000000,0.00
000275,08-17-2018,19:04:33,247,2.01,250,2.03,-10.25,13.55,3.19,0.000000,0.000000,0.00
000276,08-17-2018,19:05:33,223,1.81,250,2.03,-10.44,13.21,3.19,0.000000,0.000000,0.00
000277,08-17-2018,19:06:33,253,2.05,246,2.00,-10.56,12.99,3.19,0.000000,0.000000,0.00
000278,08-17-2018,19:07:33,211,1.71,225,1.83,-10.69,12.76,3.19,0.000000,0.000000,0.00
000279,08-17-2018,19:08:33,204,1.66,203,1.65,-10.88,12.43,3.19,0.000000,0.000000,0.00
000280,08-17-2018,19:09:33,194,1.58,204,1.66,-11.00,12.20,3.19,0.000000,0.000000,0.00
000281,08-17-2018,19:10:33,232,1.88,172,1.40,-11.19,11.86,3.19,0.000000,0.000000,0.00
000282,08-17-2018,19:11:33,181,1.47,178,1.45,-11.38,11.52,3.19,0.000000,0.000000,0.00
000283,08-17-2018,19:12:33,192,1.56,187,1.52,-11.50,11.30,3.18,0.000000,0.000000,0.00
000284,08-17-2018,19:13:33,171,1.39,176,1.43,-11.63,11.08,3.18,0.000000,0.000000,0.00
000285,08-17-2018,19:14:33,140,1.14,124,1.01,-11.75,10.85,3.18,0.000000,0.000000,0.00
000286,08-17-2018,19:15:33,132,1.07,137,1.11,-11.88,10.63,3.18,0.000000,0.000000,0.00
000287,08-17-2018,19:16:33,102,0.83,81,0.65,-12.00,10.40,3.18,0.000000,0.000000,0.00
000288,08-17-2018,19:17:33,82,0.67,100,0.81,-12.13,10.18,3.18,0.000000,0.000000,0.00
000289,08-17-2018,19:18:33,63,0.51,71,0.58,-12.25,9.95,3.18,0.000000,0.000000,0.00
000290,08-17-2018,19:19:33,52,0.42,56,0.45,-12.44,9.61,3.18,0.000000,0.000000,0.00
000291,08-17-2018,19:20:33,46,0.37,54,0.44,-12.56,9.39,3.18,0.000000,0.000000,0.00
000292,08-17-2018,19:21:33,54,0.44,39,0.32,-12.63,9.28,3.18,0.000000,0.000000,0.00
000293,08-17-2018,19:22:33,29,0.24,33,0.27,-12.81,8.94,3.18,0.000000,0.000000,0.00
000294,08-17-2018,19:23:33,27,0.22,34,0.28,-13.00,8.60,3.19,0.000000,0.000000,0.00
000295,08-17-2018,19:24:33,26,0.21,36,0.29,-13.19,8.26,3.19,0.000000,0.000000,0.00
000296,08-17-2018,19:25:33,29,0.24,33,0.27,-13.38,7.93,3.19,0.000000,0.000000,0.00
000297,08-17-2018,19:26:33,33,0.27,37,0.30,-13.50,7.70,3.19,0.000000,0.000000,0.00
000298,08-17-2018,19:27:33,24,0.19,25,0.20,-13.63,7.48,3.19,0.000000,0.000000,0.00
000299,08-17-2018,19:28:33,26,0.21,19,0.15,-13.69,7.36,3.19,0.000000,0.000000,0.00
000300,08-17-2018,19:29:33,19,0.15,21,0.17,-13.75,7.25,3.19,0.000000,0.000000,0.00
000301,08-17-2018,19:30:33,25,0.20,15,0.12,-13.81,7.14,3.18,0.000000,0.000000,0.00
000302,08-17-2018,19:31:33,10,0.08,22,0.18,-13.81,7.14,3.18,0.000000,0.000000,0.00
000303,08-17-2018,19:32:33,20,0.16,20,0.16,-13.81,7.14,3.18,0.000000,0.000000,0.00
000304,08-17-2018,19:33:33,18,0.15,18,0.15,-13.75,7.25,3.18,0.000000,0.000000,0.00
000305,08-17-2018,19:34:33,24,0.19,11,0.09,-13.69,7.36,3.18,0.000000,0.000000,0.00
000306,08-17-2018,19:35:33,14,0.11,11,0.09,-13.56,7.59,3.18,0.000000,0.000000,0.00
000307,08-17-2018,19:36:33,21,0.17,14,0.11,-13.44,7.81,3.18,0.000000,0.000000,0.00
000308,08-17-2018,19:37:33,21,0.17,16,0.13,-13.31,8.04,3.18,0.000000,0.000000,0.00
000309,08-17-2018,19:38:33,14,0.11,11,0.09,-13.13,8.38,3.18,0.000000,0.000000,0.00
000310,08-17-2018,19:39:33,16,0.13,13,0.11,-12.94,8.71,3.18,0.000000,0.000000,0.00
000311,08-17-2018,19:40:33,11,0.09,18,0.15,-12.81,8.94,3.18,0.000000,0.000000,0.00
000312,08-17-2018,19:41:33,13,0.11,12,0.10,-12.63,9.28,3.18,0.000000,0.000000,0.00
000313,08-17-2018,19:42:33,19,0.15,14,0.11,-12.44,9.61,3.18,0.000000,0.000000,0.00
000314,08-17-2018,19:43:33,12,0.10,10,0.08,-12.19,10.06,3.18,0.000000,0.000000,0.00
000315,08-17-2018,19:44:33,16,0.13,10,0.08,-11.94,10.51,3.18,0.000000,0.000000,0.00
000316,08-17-2018,19:45:33,11,0.09,10,0.08,-11.69,10.96,3.18,0.000000,0.000000,0.00
000317,08-17-2018,19:46:33,15,0.12,11,0.09,-11.44,11.41,3.18,0.000000,0.000000,0.00
000318,08-17-2018,19:47:33,15,0.12,13,0.11,-11.19,11.86,3.18,0.000000,0.000000,0.00
000319,08-17-2018,19:48:33,13,0.11,13,0.11,-10.94,12.31,3.18,0.000000,0.000000,0.00
000320,08-17-2018,19:49:32,10,0.08,9,0.07,-10.63,12.88,3.18,0.000000,0.000000,0.00
000321,08-17-2018,19:50:32,17,0.14,14,0.11,-10.31,13.44,3.18,0.000000,0.000000,0.00
000322,08-17-2018,19:51:32,9,0.07,17,0.14,-10.06,13.89,3.18,0.000000,0.000000,0.00
000323,08-17-2018,19:52:32,9,0.07,10,0.08,-9.81,14.34,3.18,0.000000,0.000000,0.00
000324,08-17-2018,19:53:32,14,0.11,10,0.08,-9.63,14.68,3.18,0.000000,0.000000,0.00
000325,08-17-2018,19:54:32,9,0.07,14,0.11,-9.44,15.01,3.18,0.000000,0.000000,0.00
000326,08-17-2018,19:55:32,14,0.11,10,0.08,-9.25,15.35,3.18,0.000000,0.000000,0.00
000327,08-17-2018,19:56:32,14,0.11,14,0.11,-9.06,15.69,3.18,0.000000,0.000000,0.00
000328,08-17-2018,19:57:32,12,0.10,16,0.13,-8.88,16.03,3.18,0.000000,0.000000,0.00
000329,08-17-2018,19:58:32,20,0.16,14,0.11,-8.69,16.36,3.18,0.000000,0.000000,0.00
000330,08-17-2018,19:59:32,19,0.15,15,0.12,-8.50,16.70,3.18,0.000000,0.000000,0.00
000331,08-17-2018,20:00:32,14,0.11,15,0.12,-8.38,16.92,3.18,0.000000,0.000000,0.00
000332,08-17-2018,20:01:32,15,0.12,12,0.10,-8.19,17.26,3.18,0.000000,0.000000,0.00
000333,08-17-2018,20:02:32,15,0.12,13,0.11,-8.00,17.60,3.18,0.000000,0.000000,0.00
000334,08-17-2018,20:03:32,15,0.12,9,0.07,-7.81,17.94,3.18,0.000000,0.000000,0.00
000335,08-17-2018,20:04:32,12,0.10,12,0.10,-7.63,18.28,3.18,0.000000,0.000000,0.00
000336,08-17-2018,20:05:32,13,0.11,16,0.13,-7.44,18.61,3.18,0.000000,0.000000,0.00
000337,08-17-2018,20:06:32,16,0.13,16,0.13,-7.25,18.95,3.18,0.000000,0.000000,0.00
000338,08-17-2018,20:07:32,14,0.11,15,0.12,-7.06,19.29,3.18,0.000000,0.000000,0.00
000339,08-17-2018,20:08:32,17,0.14,20,0.16,-6.88,19.63,3.18,0.000000,0.000000,0.00
000340,08-17-2018,20:09:32,18,0.15,8,0.06,-6.63,20.08,3.18,0.000000,0.000000,0.00
000341,08-17-2018,20:10:32,12,0.10,19,0.15,-6.44,20.41,3.18,0.000000,0.000000,0.00
000342,08-17-2018,20:11:32,17,0.14,19,0.15,-6.25,20.75,3.18,0.000000,0.000000,0.00
000343,08-17-2018,20:12:32,16,0.13,14,0.11,-6.06,21.09,3.18,0.000000,0.000000,0.00
000344,08-17-2018,20:13:32,19,0.15,15,0.12,-5.88,21.42,3.19,0.000000,0.000000,0.00
000345,08-17-2018,20:14:32,17,0.14,17,0.14,-5.69,21.76,3.19,0.000000,0.000000,0.00
000346,08-17-2018,20:15:32,19,0.15,17,0.14,-5.50,22.10,3.18,0.000000,0.000000,0.00
000347,08-17-2018,20:16:32,21,0.17,9,0.07,-5.31,22.44,3.18,0.000000,0.000000,0.00
