SIGNIFICANT TEMPERATURE AND HUMIDITY LEVELS
-------------------------------------------
           Time          Press           Temp         RelHum         WSpeed          WDirn        Alt_AGL        Alt_MSL        GPM_AGL         Long/E          Lat/N          North           East          VTemp             DP           Dens             VP         Ascent         Ml_GPM         GPM:LT           SA_T            S_P           SA_D           Ml_T           Ml_P           Ml_D         MlSA_T          MlS_P         MlSA_D          dSA_T           dS_P          dSA_D        LAdS_VT        LAdSA_P        LAdSA_D         WNorth          WEast        GrndRng        SlntRng             Az             El        Mix_Rat            SVP        GPM_MSL        SolAngl        UnCorRH         TCorRH         UnCorT        UnCorUT       UTC_Date       UTC_Time          UTemp        SolCorr         UnCorP         UnCorA          DPDep          Ozone                                                                                                         XData       SLWCFreq           Time        LWNorth         LWEast        LWSpeed         LWDirn           S_VT         LAWSpd         LAWDir   Type
          855.0         598.40         -19.54          10.43           58.3            207          12515          13181          12513  071°51'06.0"W   50°10'25.4"S          6.566          7.562         -19.52          -43.2          822.0           0.14            975          10667            3.4          -11.1         615.05          817.7         -14.42         645.29          868.8           -7.5         661.51          867.4          -8.43         -16.65            4.2         -13.99         -16.22           15.6           52.0           26.2         10.015         10.224           49.0           11.6            0.1           1.31          13179           -6.7          10.09           10.1         -19.41         -19.41     2017-08-15       11:14:01         -19.41          -0.13         597.80          13202         +23.64           ////          FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF           ////       00:14:15           52.9           26.3           59.1            206          -5.31           42.6            227   T
         1130.0         496.55         -29.10          29.76           67.9            207          16954          17620          16948  071°47'29.7"W   50°06'19.2"S         10.667          9.879         -29.07          -41.4          708.7           0.17            935          14730            3.8          -19.9         514.11          707.2         -24.24         545.62          763.6          -15.5         562.75          760.9          -9.20         -17.56            1.5         -14.37         -17.13           12.2           60.4           31.1         14.539         14.805           42.8           10.9            0.2           0.56          17614           -6.0          30.17           30.2         -29.01         -29.01     2017-08-15       11:18:36         -29.01          -0.09         496.50          17621         +12.26           ////          FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF           ////       00:18:50           53.7           30.3           61.7            209         -13.64           47.1            221   H
         1269.0         455.91         -33.96          56.46           72.5            204          18930          19596          18921  071°45'45.6"W   50°03'51.7"S         13.126         10.996         -33.92          -39.7          663.9           0.20            829          17934            9.6          -23.8         473.75          661.9         -31.57         475.89          686.2          -21.8         493.60          684.3         -10.15         -17.84            2.0         -14.59         -17.70           11.2           66.0           30.0         17.123         17.404           40.0           10.3            0.3           0.35          19587           -5.6          54.75           54.8         -33.89         -33.89     2017-08-15       11:20:55         -33.89          -0.07         455.89          19600          +5.70           ////          FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF           ////       00:21:09           63.7           28.9           69.9            204         -17.45           49.2            218   H
         1444.0         415.18         -37.90          33.15           78.7            209          21075          21741          21063  071°43'01.2"W   50°00'30.0"S         16.487         12.761         -37.89          -48.3          614.8           0.08            618          19992            9.8          -28.0         432.87          615.3         -36.00         435.06          639.0          -25.9         452.94          638.3          -9.85         -17.69           -0.5         -14.83         -17.88           10.1           69.0           37.9         20.848         21.135           37.7            9.4            0.1           0.24          21729           -5.1          36.07           36.1         -37.86         -37.86     2017-08-15       11:23:50         -37.86          -0.04         415.17          21742         +10.38           ////          FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF           ////       00:24:04           69.1           36.3           78.1            208         -20.92           52.0            217   H
         1668.0         370.90         -43.98          42.66           81.4            206          23622          24288          23606  071°39'32.8"W   49°56'12.2"S         20.784         15.002         -43.97          -51.6          563.8           0.05            790          22335            9.3          -33.1         388.11          563.2         -41.19         392.65          589.7          -30.6         410.00          588.8         -10.90         -17.21            0.6         -15.32         -17.35            9.1           73.2           35.6         25.632         25.926           35.8            8.6            0.1           0.13          24272           -4.5          40.59           40.6         -43.97         -43.97     2017-08-15       11:27:34         -43.97          -0.01         370.88          24288          +7.65           ////          FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF           ////       00:27:48           69.1           36.0           77.9            208         -24.60           54.7            215   T
         1717.0         360.31         -44.32          46.54           85.7            207          24245          24911          24227  071°38'46.1"W   49°55'11.1"S         21.801         15.505         -44.31          -51.2          548.5           0.06            713          23917           39.0          -34.3         377.77          551.0         -43.70         365.69          555.2          -33.7         382.91          557.1         -10.00         -17.45           -2.5         -15.41         -17.23            8.8           76.7           38.3         26.753         27.049           35.4            8.5            0.1           0.12          24893           -4.3          43.60           43.6         -44.31         -44.31     2017-08-15       11:28:23         -44.31          -0.01         360.27          24911          +6.87           ////          FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF           ////       00:28:37           74.8           37.0           83.4            206         -25.50           55.4            215   H
         1956.0         335.46         -45.73          18.42           94.7            207          25767          26433          25746  071°34'25.0"W   49°49'42.1"S         27.284         18.319         -45.73          -60.2          513.9           0.02            411          24987           16.9          -37.3         353.41          522.1         -45.62         347.44          532.0          -35.8         365.42          536.4          -8.41         -17.95           -8.2         -15.56         -17.99            8.0           84.5           42.9         32.863         33.136           33.9            7.4            0.0           0.10          26412           -3.6          22.23           22.2         -45.75         -45.75     2017-08-15       11:32:22         -45.75          +0.02         335.56          26427         +14.44           ////          FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF           ////       00:32:36           82.6           42.4           92.8            207         -27.70           57.6            214   T
         2068.0         312.50         -48.74          13.26           93.6            209          27344          28010          27320  071°32'19.6"W   49°47'06.2"S         29.882         19.672         -48.74          -65.3          485.1           0.01           1217          26533           17.4          -40.4         329.54          493.3         -47.63         323.87          500.3          -38.9         341.30          507.6          -8.30         -17.03           -8.2         -15.72         -17.44            7.2           82.2           44.7         35.776         36.058           33.4            7.2            0.0           0.07          27986           -3.3          17.64           17.6         -48.77         -48.77     2017-08-15       11:34:14         -48.77          +0.03         312.55          28009         +16.55           ////          FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF           ////       00:34:28           83.5           43.5           94.1            208         -30.51           59.7            214   H
         2181.0         282.86         -53.23          13.84           92.3            206          29448          30114          29419  071°30'17.5"W   49°44'30.5"S         32.475         20.992         -53.22          -68.8          448.1           0.01            894          28369           14.0          -44.6         299.74          456.9         -50.76         297.50          466.0          -42.5         314.35          474.9          -8.62         -16.88           -8.8         -15.93         -16.85            6.0           83.1           40.3         38.669         38.972           32.9            7.1            0.0           0.04          30085           -3.0          14.36           14.4         -53.26         -53.26     2017-08-15       11:36:07         -53.26          +0.03         282.75          30118         +15.55           ////          FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF           ////       00:36:21           82.6           42.0           92.7            207         -34.57           62.0            213   T
         2373.0         255.12         -55.85           7.14           90.1            206          31610          32276          31576  071°27'00.8"W   49°40'03.3"S         36.929         23.120         -55.84          -75.6          409.0           0.00            689          30497           14.6          -48.9         271.43          421.6         -54.63         268.43          427.9          -46.7         285.30          439.0          -6.97         -16.32          -12.6         -16.01         -16.87            4.9           80.6           40.2         43.569         43.879           32.0            6.8            0.0           0.03          32242           -2.4          10.53           10.5         -55.84         -55.84     2017-08-15       11:39:19         -55.84          -0.01         255.11          32277         +19.76           ////          FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF           ////       00:39:33           83.5           39.9           92.5            206         -38.74           64.0            212   T
         2508.0         238.38         -56.10           8.88           81.9            208          33004          33670          32966  071°24'43.7"W   49°37'09.7"S         39.822         24.604         -56.10          -74.3          382.6           0.00            398          32271           23.7          -51.6         254.36          400.0         -55.73         246.79          395.4          -50.3         262.79          410.7          -4.47         -15.98          -17.4         -15.95         -16.00            4.0           72.4           38.2         46.810         47.124           31.7            6.6            0.0           0.03          33632           -2.1           7.90            7.9         -56.06         -56.06     2017-08-15       11:41:34         -56.06          -0.04         238.29          33675         +18.23           ////          FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF           ////       00:41:48           77.1           39.6           86.7            207         -41.33           65.0            212   T
         2599.0         232.29         -54.14           8.29           83.4            210          33498          34164          33459  071°23'09.0"W   49°35'23.1"S         41.598         25.629         -54.14          -73.2          369.5           0.00            483          33212           67.9          -52.6         248.53          392.6         -55.23         235.24          376.1          -52.1         251.43          396.3          -1.53         -16.24          -23.1         -15.90         -16.19            3.6           72.1           42.1         48.860         49.170           31.6            6.4            0.0           0.04          34125           -1.8           8.16            8.2         -54.08         -54.08     2017-08-15       11:43:05         -54.08          -0.06         232.49          34147         +19.05           ////          FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF           ////       00:43:19           70.3           40.6           81.1            210         -42.03           65.2            212   T
         2683.0         219.22         -53.41           5.47           84.7            215          34695          35361          34653  071°21'36.3"W   49°33'45.2"S         43.229         26.633         -53.41          -75.4          347.6           0.00           1256          34056           29.0          -55.0         234.84          375.0         -54.05         225.65          358.8          -53.8         241.60          383.7          +1.56         -15.61          -27.4         -15.68         -15.95            2.7           69.3           48.8         50.774         51.094           31.6            6.4            0.0           0.04          35319           -1.6           7.73            7.7         -53.33         -53.33     2017-08-15       11:44:29         -53.33          -0.08         219.32          35351         +22.03           ////          FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF           ////       00:44:43           69.9           43.0           82.0            212         -43.73           65.8            212   T
         2801.0         195.27         -53.57           1.18           70.5            222          37076          37742          37026  071°19'13.2"W   49°31'39.5"S         45.324         28.181         -53.57          -85.4          309.8           0.00            891          35839           15.6          -56.5         209.56          337.0         -54.03         207.11          329.3          -56.5         221.86          356.8          +2.93         -14.29          -27.2         -15.09         -14.75            0.7           52.6           47.0         53.371         53.719           31.9            6.5            0.0           0.04          37692           -1.2           4.11            4.1         -53.45         -53.45     2017-08-15       11:46:27         -53.45          -0.12         195.24          37736         +31.80           ////          FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF           ////       00:46:41           63.9           47.2           79.5            216         -47.11           66.6            212   T
         2908.0         183.89         -51.13           0.84           71.8            238          38315          38981          38262  071°16'35.1"W   49°30'23.4"S         46.593         29.888         -51.13          -84.7          288.6           0.00            749          37644           31.0          -56.5         197.48          317.6         -52.20         189.31          298.5          -56.5         203.43          327.1          +5.37         -13.59          -29.0         -14.68         -14.11           -0.2           37.9           60.9         55.355         55.713           32.7            6.5            0.0           0.06          38928           -0.9           1.68            1.7         -50.99         -50.99     2017-08-15       11:48:14         -50.99          -0.14         183.94          38973         +33.53           ////          FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF           ////       00:48:28           42.7           57.4           71.5            233         -48.87           66.7            213   T
         3003.0         170.79         -51.01           0.34           59.6            245          39928          40594          39869  071°14'20.2"W   49°29'33.0"S         47.432         31.344         -51.01          -84.6          267.9           0.00           1224          39065           24.8          -56.5         182.80          293.9         -51.35         177.26          278.4          -56.5         190.00          305.5          +5.49         -12.01          -26.1         -14.11         -12.74           -1.3           25.2           54.0         56.853         57.231           33.5            6.6            0.0           0.06          40535           -0.7           0.60            0.6         -50.85         -50.85     2017-08-15       11:49:49         -50.85          -0.16         170.83          40591         +33.57           ////          FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF           ////       00:50:03           31.8           55.2           63.7            240         -50.47           66.3            214   T
         3124.0         153.77         -53.44           0.10           57.7            243          42143          42809          42077  071°11'31.5"W   49°28'45.6"S         48.221         33.163         -53.44          -86.3          243.8           0.00            782          40973           19.1          -56.5         164.40          264.4         -52.90         162.23          256.6          -56.5         173.35          278.8          +3.06         -10.63          -20.5         -13.50         -11.12           -2.4           26.0           51.5         58.524         58.934           34.5            6.8            0.0           0.04          42743           -0.3           0.10            0.1         -53.26         -53.26     2017-08-15       11:51:50         -53.26          -0.18         153.72          42815         +32.85           ////          FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF           ////       00:52:04           23.5           54.1           59.0            247         -50.85           65.4            215   T
         3168.0         150.01         -52.59           0.10           57.4            245          42655          43321          42587  071°10'33.7"W   49°28'26.2"S         48.545         33.787         -52.59          -85.7          236.9           0.00            644          42332           83.4          -56.5         160.41          257.9         -52.66         151.89          240.0          -56.5         162.39          261.1          +3.91         -10.40          -21.0         -13.36         -10.50           -2.6           24.1           52.1         59.145         59.561           34.8            6.8            0.0           0.05          43253           -0.2         655.34            0.0         -52.40         -52.40     2017-08-15       11:52:34         -52.40          -0.19         150.00          43320         +33.10           ////          FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF           ////       00:52:48           26.5           51.0           57.5            243         -50.94           65.2            216   H
         3213.0         146.61         -52.03          74.15           58.5            249          43126          43792          43056  071°09'32.5"W   49°28'09.9"S         48.816         34.447         -52.01          -54.6          231.0           0.04            624          42822           91.8          -56.5         156.83          252.2         -52.58         148.31          234.2          -56.5         158.61          255.1          +4.47         -10.22          -21.2         -13.23         -10.30           -2.8           21.4           54.4         59.746         60.166           35.2            6.8            0.2           0.05          43722           -0.1         655.22           14.4         -51.84         -51.84     2017-08-15       11:53:19         -51.84          -0.20         146.60          43789          +2.55           ////          FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF           ////       00:53:33           21.7           52.8           57.1            248         -51.02           65.1            216   H
         3271.0         141.75         -50.78          99.85           60.2            249          43827          44493          43755  071°08'09.0"W   49°27'48.5"S         49.174         35.348         -50.75          -50.8          222.0           0.06            844          43405           62.7          -56.5         151.66          243.9         -51.23         144.13          226.2          -56.5         154.22          248.0          +5.72          -9.91          -21.8         -13.01         -10.09           -3.1           21.4           56.2         60.560         60.988           35.7            6.8            0.3           0.06          44421            0.1         655.06           54.1         -50.58         -50.58     2017-08-15       11:54:17         -50.58          -0.20         141.75          44491          +0.01           ////          FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF           ////       00:54:31           22.2           55.9           60.2            248         -51.14           64.8            216   H
         3274.0         141.46         -50.74          99.98           60.5            250          43870          44536          43797  071°08'04.9"W   49°27'47.2"S         49.195         35.391         -50.71          -50.7          221.6           0.06            854          43776         1034.6          -56.5         151.35          243.4         -50.79         141.61          221.8          -56.5         151.50          243.6          +5.76          -9.88          -21.8         -13.00          -9.90           -3.1           21.0           56.8         60.603         61.031           35.7            6.8            0.3           0.06          44463            0.1         655.06           56.2         -50.54         -50.54     2017-08-15       11:54:20         -50.54          -0.20         141.40          44534          +0.00           ////          FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF           ////       00:54:34           25.3           52.2           58.0            244         -51.14           64.8            216   T
         3376.0         131.13         -51.59         100.00           57.6            248          45441          46107          45363  071°05'37.3"W   49°27'12.9"S         49.767         36.984         -51.56          -51.6          206.2           0.05            835          44580           29.0          -56.5         140.38          225.7         -51.47         136.23          214.1          -56.5         145.76          234.4          +4.91          -9.25          -19.6         -12.55          -9.53           -3.7           22.0           53.3         62.005         62.454           36.6            6.9            0.3           0.05          46029            0.4         655.01          100.0         -51.37         -51.37     2017-08-15       11:56:02         -51.37          -0.22         131.09          46115           0.00           ////          FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF           ////       00:56:16           20.2           56.2           59.7            250         -51.42           64.3            218   T
         3567.0         120.25         -47.42         100.00           46.4            254          47308          47974          47222  071°01'22.0"W   49°26'12.2"S         50.779         39.738         -47.36          -47.4          185.5           0.09            931          46292           25.4          -56.5         128.38          206.4         -49.24         125.30          194.9          -56.5         134.24          215.9          +9.08          -8.12          -20.9         -11.89          -8.94           -4.4           13.1           44.5         64.479         64.948           38.0            6.9            0.4           0.09          47888            0.9         654.75          100.0         -47.17         -47.17     2017-08-15       11:59:13         -47.17          -0.25         120.31          47963          +0.00           ////          FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF           ////       00:59:27           19.1           51.9           55.3            250         -51.50           63.6            219   T
         3750.0         100.19         -54.36         100.00           47.9            264          51149          51815          51047  070°58'00.3"W   49°25'38.1"S         51.346         41.913         -54.33          -54.4          159.5           0.04            960          49134           13.3          -56.5         106.82          171.8         -50.94         110.02          172.5          -56.5         117.10          188.3          +2.14          -6.63          -12.3         -11.22          -7.08           -5.3            5.2           47.6         66.281         66.813           39.2            7.2            0.2           0.04          51713            1.4         654.71          100.0         -54.06         -54.06     2017-08-15       12:02:16         -54.06          -0.30         100.14          51824           0.00           ////          FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF           ////       01:02:30           11.2           42.8           44.2            255         -51.50           61.5            220   T
